production_countries,id,Action,Animation,Aventure,Comédie,Crime,Documentaire,Drame,Familial,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Thriller,Téléfilm,Western
0,438695,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,181812,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,616037,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,8355,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,941109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1242419,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10192,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,458156,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,109418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,140607,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,399566,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1259102,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,240832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,385687,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,22,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,313369,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,823464,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,271110,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,156022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,72190,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,9502,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,101,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,68721,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1117857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2062,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
